sample,min_diameter_um,max_diameter_um,median_diameter_um,mean_diameter_um
DOPC:Cholesterol 60:40 - Sample 1,6.752621061175284,101.24138021349125,15.502382354596056,20.43855693657805
DOPC:Cholesterol 60:40 - Sample 2,6.257165172872317,43.25075286778939,12.488868813069399,15.556788178667823
DOPC:Cholesterol 60:40 - Sample 3,4.5046925804339475,99.49911597641588,11.753573524837677,14.147825785351838
